UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"Central Hudson Gas & Electric Corporation","Central Hudson","Central Hudson Gas & Electric Corporation","353908","GAS","Variable","Yes",".98387 ccf","No","0 ","No","null","03/31/2022 09:20:25 AM","null","The rate is for residential service and is quoted in dollars per Ccf. The rate is effective as of April 1, 2022 and normally changes on or about the first day of each month. There is an additional savings of $.00555 per Ccf for accounts that take ESCO service and receive dual bills.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Constellation NewEnergy - Gas Division, LLC","353529","GAS","Fixed","Yes",".777 ccf","No","36 Month(s)","Yes","100","03/22/2022 06:03:18 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","Family Energy, Inc. d/b/a MYRATE ENERGY","354731","GAS","Fixed","Yes",".999 ccf","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:08:00 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","Kiwi Energy NY, LLC.","353260","GAS","Variable","Yes",".949 ccf","No","36 Month(s)","No","null","03/18/2022 10:46:58 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","M&R Energy Resources Corporation","354519","GAS","Variable","Yes",".94 ccf","No","1 Month(s)","No","null","04/11/2022 10:43:17 AM","null","Month to month variable rate.","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ABC Energy, LLC.","354028","GAS","Variable","Yes",".6819 therm","No","1 Month(s)","No","null","04/01/2022 10:22:37 AM","null","** Does not include Gross Receipts Tax which is between 0 and 3.928%** Thank you for thinking of us! :)
*Price is for Residential SC1R1","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ABC Energy, LLC.","354599","GAS","Variable","Yes",".8149 therm","No","1 Month(s)","No","null","04/12/2022 01:27:06 PM","null","For Gas Service Classes SC2R2 Price Does not include GRT which can be from 0% to 3.928%
Thank you for thinking of us ","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ABN Energy, LLC","352933","GAS","Variable","Yes",".59 therm","No","1 Month(s)","No","null","03/15/2022 09:54:18 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ASC Energy Services, Inc.","354505","GAS","Variable","Yes",".698 therm","No","1 Month(s)","No","null","04/10/2022 03:34:01 PM","null","null","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Agway Energy Services, LLC.","354427","GAS","Variable","Yes","1.139 therm","No","1 Month(s)","No","null","04/08/2022 01:57:41 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Alpha Gas and Electric, LLC","354711","GAS","Fixed","Yes","1.15 therm","No","24 Month(s)","No","null","04/13/2022 04:48:19 PM","null","Residential customers only. Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Atlantic Energy, LLC","354059","GAS","Variable","Yes",".649 therm","No","12 Month(s)","Yes","$100","04/01/2022 11:43:57 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Brown's Fuel Service, LLC","354616","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","04/12/2022 01:38:35 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Brown's Fuel Service, LLC","354617","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","04/12/2022 01:38:41 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Constellation NewEnergy - Gas Division, LLC","353530","GAS","Fixed","Yes",".999 therm","No","36 Month(s)","Yes","100","03/22/2022 06:03:26 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354729","GAS","Fixed","Yes",".999 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:07:46 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","South Bay Energy Corp.","354080","GAS","Variable","Yes",".701754 therm","No","1 Month(s)","No","null","04/01/2022 11:53:29 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","ABN Energy, LLC","352934","ELECTRIC","Variable","Yes",".0922 kWh","No","1 Month(s)","No","null","03/15/2022 09:54:25 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Agway Energy Services, LLC.","354437","ELECTRIC","Variable","Yes",".179 kWh","No","1 Month(s)","No","null","04/08/2022 02:00:44 PM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Agway Energy Services, LLC.","354445","ELECTRIC","Variable","Yes",".179 kWh","Yes","1 Month(s)","No","null","04/08/2022 02:02:31 PM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","All Choice Energy, LLC","354046","ELECTRIC","Variable","Yes",".114 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:29:31 AM","null","null","NO","0.53","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Alpha Gas and Electric, LLC","353586","ELECTRIC","Fixed","Yes",".1599 kWh","No","24 Month(s)","No","null","03/24/2022 02:01:35 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","American Power & Gas, LLC","353610","ELECTRIC","Fixed","Yes",".1539 kWh","Yes","12 Month(s)","Yes","$75 per account","03/25/2022 04:07:23 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Atlantic Energy, LLC","354065","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","04/01/2022 11:47:01 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Brown's Energy Services, LLC","354609","ELECTRIC","Variable","Yes",".15 kWh","Yes","1 Month(s)","No","null","04/12/2022 01:35:43 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Brown's Energy Services, LLC","354610","ELECTRIC","Fixed","Yes",".135 kWh","Yes","12 Month(s)","Yes","100.00","04/12/2022 01:36:00 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Columbia Utilities Power, LLC","354877","ELECTRIC","Variable","Yes",".129 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:02:57 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Direct Energy Services, LLC","354129","ELECTRIC","Variable","Yes",".1029 kWh","Yes","1 Month(s)","No","null","04/04/2022 01:40:32 AM","null","null","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Eligo Energy NY, LLC","353150","ELECTRIC","Variable","Yes",".208 kWh","Yes","1 Month(s)","No","null","03/17/2022 10:59:43 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354740","ELECTRIC","Fixed","Yes",".1359 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:09:35 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","354629","ELECTRIC","Variable","Yes",".19 kWh","Yes","1 Month(s)","No","null","04/13/2022 12:50:09 PM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","354630","ELECTRIC","Variable","Yes",".19 kWh","Yes","1 Month(s)","No","null","04/13/2022 12:50:17 PM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","354631","ELECTRIC","Variable","Yes",".2 kWh","Yes","1 Month(s)","No","null","04/13/2022 12:50:27 PM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Greenlight Energy Inc.","354036","ELECTRIC","Fixed","Yes",".149 kWh","Yes","12 Month(s)","No","null","04/01/2022 11:10:52 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Greenlight Energy Inc.","354042","ELECTRIC","Variable","Yes",".125 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:18:44 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","IDT Energy, Inc.","354164","ELECTRIC","Variable","Yes",".1946 kWh","Yes","1 Month(s)","No","null","04/05/2022 08:46:02 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Inspire Energy Holdings, LLC","353538","ELECTRIC","Fixed","Yes",".1399 kWh","Yes","6 Month(s)","No","null","03/22/2022 10:07:08 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Kiwi Energy NY, LLC.","353215","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:27:23 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Kiwi Energy NY, LLC.","353223","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:28:57 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Kiwi Energy NY, LLC.","353224","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:29:10 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Kiwi Energy NY, LLC.","353232","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:31:32 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Major Energy Electric Services, LLC","354651","ELECTRIC","Fixed","Yes",".1499 kWh","Yes","12 Month(s)","No","null","04/13/2022 02:48:40 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Major Energy Electric Services, LLC","354654","ELECTRIC","Fixed","Yes",".1479 kWh","Yes","24 Month(s)","No","null","04/13/2022 02:52:04 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
