UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"Central Hudson Gas & Electric Corporation","Central Hudson","Agway Energy Services, LLC.","350935","GAS","Variable","Yes","1.079 ccf","No","1 Month(s)","No","null","02/07/2022 11:22:51 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","Alpha Gas and Electric, LLC","350151","GAS","Fixed","Yes",".899 ccf","No","24 Month(s)","No","null","01/24/2022 04:27:53 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","Atlantic Energy, LLC","351129","GAS","Variable","Yes",".699 ccf","No","12 Month(s)","Yes","$100","02/08/2022 01:55:46 PM","null","null","YES","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Central Hudson Gas & Electric Corporation","350355","GAS","Variable","Yes",".75742 ccf","No","0 ","No","null","01/31/2022 09:14:03 AM","null","The rate is for residential service and is quoted in dollars per Ccf. The rate is effective as of February 1, 2022 and normally changes on or about the first day of each month. There is an additional savings of $.00678 per Ccf for accounts that take ESCO service and receive dual bills.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Family Energy, Inc. d/b/a MYRATE ENERGY","349849","GAS","Fixed","Yes",".999 ccf","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:08:02 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","Kiwi Energy NY, LLC.","349702","GAS","Variable","Yes","1.29 ccf","No","36 Month(s)","No","null","01/15/2022 08:34:07 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Central Hudson Gas & Electric Corporation","Central Hudson","M&R Energy Resources Corporation","350330","GAS","Variable","Yes",".575 ccf","No","1 Month(s)","No","null","01/27/2022 12:34:53 PM","null","null","YES","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","New York Gas & Electric","350453","GAS","Fixed","Yes",".5349 ccf","No","12 Month(s)","Yes","100","02/01/2022 03:45:59 AM","null","Get a price-protected rate for the next 12 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","New York Gas & Electric","350454","GAS","Fixed","Yes",".5349 ccf","No","24 Month(s)","Yes","200","02/01/2022 03:46:26 AM","null","Get a price-protected rate for the next 24 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","New York Gas & Electric","350455","GAS","Fixed","Yes",".5349 ccf","No","36 Month(s)","Yes","200","02/01/2022 03:46:52 AM","null","Get a price-protected rate for the next 36 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Public Power, LLC","350425","GAS","Fixed","Yes",".5349 ccf","No","12 Month(s)","Yes","50","02/01/2022 03:30:16 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 12 months.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Public Power, LLC","350426","GAS","Fixed","Yes",".5349 ccf","No","24 Month(s)","Yes","100","02/01/2022 03:30:45 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 24 months.","NO","0","null","YES","NO",
"Central Hudson Gas & Electric Corporation","Central Hudson","Public Power, LLC","350427","GAS","Fixed","Yes",".5349 ccf","No","36 Month(s)","Yes","150","02/01/2022 03:31:15 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 36 months.","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ABC Energy, LLC.","350575","GAS","Variable","Yes",".5179 therm","No","1 Month(s)","No","null","02/01/2022 02:24:51 PM","null","** Does not include Gross Receipts Tax which is between 0 and 3.0928%** Thank you for thinking of us! :)","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","ABN Energy, LLC","349525","GAS","Variable","Yes",".59 therm","No","1 Month(s)","No","null","01/13/2022 02:21:49 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Agway Energy Services, LLC.","350926","GAS","Variable","Yes","1.149 therm","No","1 Month(s)","No","null","02/07/2022 11:20:40 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Alpha Gas and Electric, LLC","349879","GAS","Fixed","Yes",".99 therm","No","24 Month(s)","No","null","01/17/2022 02:56:30 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Approved Energy","350902","GAS","Fixed","Yes",".599 therm","No","12 Month(s)","Yes","$100","02/06/2022 05:37:49 PM","null","null","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Atlantic Energy, LLC","351127","GAS","Variable","Yes",".649 therm","No","12 Month(s)","Yes","$100","02/08/2022 01:55:02 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Brown's Fuel Service, LLC","351354","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","02/10/2022 01:55:31 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Brown's Fuel Service, LLC","351355","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","02/10/2022 01:55:35 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","349851","GAS","Fixed","Yes",".999 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:08:23 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Gas Zones","South Bay Energy Corp.","350149","GAS","Variable","Yes",".544015 therm","No","1 Month(s)","No","null","01/22/2022 02:03:16 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","ABN Energy, LLC","349890","ELECTRIC","Variable","Yes",".0922 kWh","No","1 Month(s)","No","null","01/18/2022 02:36:20 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Agway Energy Services, LLC.","350937","ELECTRIC","Variable","Yes",".119 kWh","No","1 Month(s)","No","null","02/07/2022 11:24:55 AM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Agway Energy Services, LLC.","350945","ELECTRIC","Variable","Yes",".119 kWh","Yes","1 Month(s)","No","null","02/07/2022 11:26:54 AM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","All Choice Energy, LLC","350471","ELECTRIC","Variable","Yes",".114 kWh","Yes","1 Month(s)","No","null","02/01/2022 09:27:31 AM","null","null","NO","0.53","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Alpha Gas and Electric, LLC","349883","ELECTRIC","Fixed","Yes",".1299 kWh","No","24 Month(s)","No","null","01/17/2022 03:01:30 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","American Power & Gas, LLC","349581","ELECTRIC","Fixed","Yes",".133 kWh","Yes","12 Month(s)","Yes","$75 per account","01/14/2022 11:11:31 AM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Approved Energy","350903","ELECTRIC","Fixed","Yes",".119 kWh","Yes","12 Month(s)","Yes","$10/month for the balance of the remaining term","02/06/2022 05:38:33 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Atlantic Energy, LLC","350491","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","02/01/2022 10:22:47 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Brown's Energy Services, LLC","351347","ELECTRIC","Fixed","Yes",".13 kWh","Yes","12 Month(s)","Yes","100.00","02/10/2022 01:53:00 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Brown's Energy Services, LLC","351348","ELECTRIC","Variable","Yes",".135 kWh","Yes","1 Month(s)","No","null","02/10/2022 01:53:07 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Direct Energy Services, LLC","349006","ELECTRIC","Variable","Yes",".1559 kWh","Yes","1 Month(s)","No","null","01/06/2022 02:20:05 AM","null","null","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Eligo Energy NY, LLC","349870","ELECTRIC","Variable","Yes",".208 kWh","Yes","1 Month(s)","No","null","01/17/2022 11:12:29 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","349855","ELECTRIC","Fixed","Yes",".1359 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:09:20 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","351146","ELECTRIC","Variable","Yes",".19 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:23:13 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","351151","ELECTRIC","Variable","Yes",".19 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:27:06 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Green Mountain Energy Company","351152","ELECTRIC","Variable","Yes",".2 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:27:52 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Greenlight Energy Inc.","350514","ELECTRIC","Variable","Yes",".115 kWh","Yes","1 Month(s)","No","null","02/01/2022 11:11:06 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Greenlight Energy Inc.","350515","ELECTRIC","Fixed","Yes",".125 kWh","Yes","12 Month(s)","Yes","Up to $100","02/01/2022 11:11:51 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","IDT Energy, Inc.","350848","ELECTRIC","Variable","Yes",".1379 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:12:26 PM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Inspire Energy Holdings, LLC","349205","ELECTRIC","Variable","Yes",".1199 kWh","Yes","1 Month(s)","No","null","01/11/2022 12:59:05 PM","null","Monthly Evergreen Plan - A Month-to-Month per kWh price for access to renewable energy with a 12-Month Introductory Price.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in All Zones","Kiwi Energy NY, LLC.","349798","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:08:48 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
